text,humor
Soft Fire Makes Sweet Malt,True
Something Is Rotten In The State Of Denmark ,True
"Soon Learnt, Soon Forgotten",True
"Soon Ripe, Soon Rotten",True
Speak (Talk) Of The Devil And He Will Appear (Is Sure To Appear),True
Speech Is Silver But Silence Is Gold,True
Standers-By See More Than Gamesters,True
Still Waters Run Deep,True
Stolen Pleasures Are Sweetest,True
Stretch Your Arm No Further Than Your Sleeve Will Reach,True
Stretch Your Legs According To The Coverlet,True
Strike While The Iron Is Hot,True
Stuff Today And Starve Tomorrow,True
Success Is Never Blamed,True
"Such Carpenters, Such Chips",True
Sweep Before Your Own Door,True
Take Care Of The Pence And The Pounds Will Take Care Of Themselves,True
Take Us As You Find Us,True
Tarred With The Same Brush,True
Tastes Differ,True
Tell That To The Marines,True
That Cock Won't Fight,True
That Which One Least Anticipates Soonest Comes To Pass,True
That's A Horse Of Another Colour,True
That's Where The Shoe Pinches! ,True
The Beggar May Sing Before The Thief (Before A Footpad),True
The Best Fish Smell When They Are Three Days Old,True
The Best Fish Swim Near The Bottom,True
The Best Is Oftentimes The Enemy Of The Good,True
The Busiest Man Finds The Most Leisure,True
The Camel Going To Seek Horns Lost His Ears,True
The Cap Fits,True
The Cask Savours Of The First Fill,True
The Cat Shuts Its Eyes When Stealing Cream,True
The Cat Would Eat Fish And Would Not Wet Her Paws,True
The Chain Is No Stronger Than Its Weakest Link,True
The Cobbler Should Stick To His Last,True
The Cobbler's Wife Is The Worst Shod,True
The Darkest Hour Is That Before The Dawn,True
The Darkest Place Is Under The Candlestick,True
The Devil Is Not So Black As He Is Painted,True
The Devil Knows Many Things Because He Is Old,True
The Devil Lurks Behind The Cross,True
The Devil Rebuking Sin,True
"The Dogs Bark, But The Caravan Goes On",True
The Dutch Have Taken Holland ! ,True
The Early Bird Catches The Worm,True
The End Crowns The Work,True
The End Justifies The Means,True
The Evils We Bring On Ourselves Are Hardest To Bear,True
The Exception Proves The Rule,True
The Face Is The Index Of The Mind,True
The Falling Out Of Lovers Is The Renewing Of Love,True
The Fat Is In The Fire,True
The First Blow Is Half The Battle,True
The Furthest Way About Is The Nearest Way Home,True
The Game Is Not Worth The Candle,True
The Heart That Once Truly Loves Never Forgets,True
"The Higher The Ape Goes, The More He Shows His Tail",True
The Last Drop Makes The Cup Run Over,True
The Last Straw Breaks The Camel's Back,True
The Leopard Cannot Change Its Spots,True
The Longest Day Has An End,True
The Mill Cannot Grind With The Water That Is Past,True
The Moon Does Not Heed The Barking Of Dogs,True
The More The Merrier,True
The Morning Sun Never Lasts A Day,True
The Mountain Has Brought Forth A Mouse,True
"The Nearer The Bone, The Sweeter The Flesh",True
The Pitcher Goes Often To The Well But Is Broken At Last,True
The Pot Calls The Kettle Black,True
The Proof Of The Pudding Is In The Eating,True
The Receiver Is As Bad As The Thief,True
The Remedy Is Worse Than The Disease,True
The Rotten Apple Injures Its Neighbours,True
The Scalded Dog Fears Cold Water,True
The Tailor Makes The Man,True
The Tongue Of Idle Persons Is Never Idle,True
The Voice Of One Man Is The Voice Of No One,True
The Road To Hell Is Paved With Good Intentions,True
The Wind Cannot Be Caught In A Net,True
The Work Shows The Workman,True
There Are Lees To Every Wine,True
There Are More Ways To The Wood Than One,True
"There Is A Place For Everything, And Everything In Its Place",True
There Is More Than One Way To Kill A Cat,True
There Is No Fire Without Smoke,True
There Is No Place Like Home,True
There Is No Rose Without A Thorn,True
There Is No Rule Without An Exception,True
There's Many A Slip 'Tween (== Between) The Cup And The Lip,True
They Are Hand And Glove,True
They Must Hunger In Winter That Will Not Work In Summer,True
Things Past Cannot Be Recalled,True
Think Today And Speak Tomorrow,True
Those Who Live In Glass Houses Should Not Throw Stones,True
Time And Tide Wait For No Man,True
Time Cures All Things,True
Time Is Money,True
Time Is The Great Healer,True
Time Works Wonders,True
To Add Fuel (Oil) To The Fire (Flames),True
To Angle With A Silver Hook,True
To Be Born With A Silver Spoon In One's Mouth,True
To Be Head Over Ears In Debt,True
To Be In One's Birthday Suit,True
To Be Up To The Ears In Love,True
To Be Wise Behind The Hand,True
To Beat About The Bush,True
To Beat The Air,True
To Bring Grist To Somebody's Mill,True
To Build A Fire Under Oneself,True
To Buy A Pig In A Poke,True
To Call A Spade A Spade,True
To Call Off The Dogs,True
To Carry Coals To Newcastle,True
To Cast Pearls Before Swine,True
To Cast Prudence To The Winds,True
To Come Away None The Wiser,True
To Come Off Cheap,True
To Come Off With A Whole Skin,True
To Come Off With Flying Colours,True
To Come Out Dry,True
To Come Out With Clean Hands,True
To Cook A Hare Before Catching Him,True
To Cry With One Eye And Laugh With The Other,True
To Cut One's Throat With A Feather,True
To Draw (Pull) In One's Horns,True
To Drop A Bucket Into An Empty Well,True
To Draw Water In A Sieve,True
To Eat The Calf In The Cow's Belly,True
To Err Is Human,True
To Fiddle While Rome Is Burning,True
To Fight With One's Own Shadow,True
To Find A Mare's Nest,True
To Fish In Troubled Waters,True
To Fit Like A Glove,True
To Flog A Dead Horse,True
To Get Out Of Bed On The Wrong Side,True
To Give A Lark To Catch A Kite,True
To Go For Wool And Come Home Shorn,True
To Go Through Fire And Water (Through Thick And Thin),True
To Have A Finger In The Pie,True
To Have Rats In The Attic,True
To Hit The Nail On The Head,True
To Kick Against The Pricks,True
To Kill Two Birds With One Stone,True
To Know Everything Is To Know Nothing,True
To Know On Which Side One's Bread Is Buttered,True
To Know What's What,True
To Lay By For A Rainy Day,True
To Live From Hand To Mouth,True
To Lock The Stable-Door After The Horse Is Stolen,True
To Look For A Needle In A Haystack,True
To Love Somebody (Something) As The Devil Loves Holy Water,True
To Make A Mountain Out Of A Molehill,True
To Make Both Ends Meet,True
To Make The Cup Run Over,True
To Make (To Turn) The Air Blue,True
To Measure Another Man's Foot By One's Own Last,True
To Measure Other People's Corn By One's Own Bushel,True
To Pay One Back In One's Own Coin,True
To Plough The Sand,True
To Pour Water Into A Sieve,True
To Pull The Chestnuts Out Of The Fire For Somebody,True
To Pull The Devil By The Tail,True
To Put A Spoke In Somebody's Wheel,True
To Put Off Till Doomsday,True
To Put (Set) The Cart Before The Horse,True
To Rob One's Belly To Cover One's Back,True
To Roll In Money,True
To Run With The Hare And Hunt With The Hounds,True
To Save One's Bacon,True
To Send (Carry) Owls To Athens ,True
To Set The Wolf To Keep The Sheep,True
To Stick To Somebody Like A Leech,True
To Strain At A Gnat And Swallow A Camel,True
To Take Counsel Of One's Pillow,True
To Take The Bull By The Horns,True
To Teach The Dog To Bark,True
To Tell Tales Out Of School,True
To Throw A Stone In One's Own Garden,True
To Throw Dust In Somebody's Eyes,True
To Throw Straws Against The Wind,True
To Treat Somebody With A Dose Of His Own Medicine,True
To Use A Steam-Hammer To Crack Nuts,True
To Wash One's Dirty Linen In Public,True
To Wear One's Heart Upon One's Sleeve,True
To Weep Over An Onion,True
To Work With The Left Hand,True
Tomorrow Come Never,True
Too Many Cooks Spoil The Broth,True
Too Much Knowledge Makes The Head Bald,True
Too Much Of A Good Thing Is Good For Nothing,True
Too Much Water Drowned The Miller ,True
Too Swift Arrives As Tardy As Too Slow,True
True Blue Will Never Stain,True
True Coral Needs No Painter's Brush,True
Truth Comes Out Of The Mouths Of Babes And Sucklings,True
Truth Is Stranger Than Fiction,True
Truth Lies At The Bottom Of A Well,True
Two Blacks Do Not Make A White,True
Two Heads Are Better Than One,True
"Two Is Company, three is a crowd",True
Velvet Paws Hide Sharp Claws,True
Virtue Is Its Own Reward,True
Wait For The Cat To Jump,True
Walls Have Ears,True
Wash Your Dirty Linen At Home,True
"Waste Not, Want Not",True
We Know Not What Is Good Until We Have Lost It,True
We Never Know The Value Of Water Till The Well Is Dry,True
We Shall See What We Shall See,True
We Soon Believe What We Desire,True
Wealth Is Nothing Without Health,True
Well Begun Is Half Done,True
"What Can't Be Cured, Must Be Endured",True
What Is Bred In The Bone Will Not Go Out Of The Flesh,True
What Is Done By Night Appears By Day,True
What Is Done Cannot Be Undone,True
What Is Got Over The Devil's Back Is Spent Under His Belly,True
What Is Lost Is Lost,True
What Is Sauce For The Goose Is Sauce For The Gander,True
What Is Worth Doing At Alt Is Worth Doing Well,True
"What Must Be, Must Be",True
What The Heart Thinks The Tongue Speaks,True
What We Do Willingly Is Easy,True
"When Angry, Count A Hundred",True
"When At Rome, Do As The Romans Do",True
"When Children Stand Quiet, They Have Done Some Harm",True
"When Flatterers Meet, The Devil Goes To Dinner",True
When **** Speak It Is Too Late To Argue,True
When Pigs Fly,True
When Queen Anne Was Alive,True
"When The Cat Is Away, The Mice Will Play",True
When The Devil Is Blind,True
"When The Fox Preaches, Take Care Of Your Geese",True
"When The Pinch Comes, You Remember The Old Shoe",True
"When Three Know It, Alt Know It",True
When Wine Is In Wit Is Out,True
"Where There's A Will, There's A Way",True
While The Grass Grows The Horse Starves,True
While There Is Life There Is Hope,True
"Who Breaks, Pays",True
"Who Has Never Tasted Bitter, Knows Not What Is Sweet",True
"Who Keeps Company With The Wolf, Will Learn To Howl",True
Wise After The Event,True
With Time And Patience The Leaf Of The Mulberry Becomes Satin,True
Words Pay No Debts,True
You Can Take A Horse To The Water But You Cannot Make Him Drink,True
You Cannot Eat Your Cake And Have It,True
You Cannot Flay The Same Ox Twice,True
You Cannot Judge A Tree By It Bark,True
You Cannot Teach Old Dogs New Tricks,True
You Cannot Wash Charcoal White,True
"You Made Your Bed, Now Lie In It",True
Zeal Without Knowledge Is A Runaway Horse,True
A broken clock is right twice a day,True
A journey of a thousand miles begins with a single step,True
All is fair in love and war,True
Better safe than sorry,True
Don't judge a man until you have walked a mile in his shoes,True
Don't put the cart before the horse,True
Don't talk the talk if you can't walk the walk,True
Don't throw out the baby with the bath water,True
"Give a man a fish, he eats for a day. Teach a man how to fish, he eats for a lifetime",True
Great minds think alike,True
Hindsight is 20/20,True
"If at first you don't succeed, try, try again",True
"If you snooze, you lose",True
"If you don't have anything nice to say, don't say anything at all",True
"If you're not part of the solution, you're part of the problem",True
It's not over until the fat lady sings,True
Knowledge is power,True
Misery loves company,True
"Power corrupts, and absolute power corrupts absolutely",True
The apple doesn't fall far from the tree,True
The best way to a man's heart is through his stomach,True
There's no such thing as bad publicity,True
What goes around comes around,True
What goes up must come down,True
You can catch more flies with honey than with vinegar,True
