text,humor
Soft Fire Makes Sweet Malt,False
Something Is Rotten In The State Of Denmark ,False
"Soon Learnt, Soon Forgotten",False
"Soon Ripe, Soon Rotten",False
Speak (Talk) Of The Devil And He Will Appear (Is Sure To Appear),False
Speech Is Silver But Silence Is Gold,False
Standers-By See More Than Gamesters,False
Still Waters Run Deep,False
Stolen Pleasures Are Sweetest,False
Stretch Your Arm No Further Than Your Sleeve Will Reach,False
Stretch Your Legs According To The Coverlet,False
Strike While The Iron Is Hot,False
Stuff Today And Starve Tomorrow,False
Success Is Never Blamed,False
"Such Carpenters, Such Chips",False
Sweep Before Your Own Door,False
Take Care Of The Pence And The Pounds Will Take Care Of Themselves,False
Take Us As You Find Us,False
Tarred With The Same Brush,False
Tastes Differ,False
Tell That To The Marines,False
That Cock Won't Fight,False
That Which One Least Anticipates Soonest Comes To Pass,False
That's A Horse Of Another Colour,False
That's Where The Shoe Pinches! ,False
The Beggar May Sing Before The Thief (Before A Footpad),False
The Best Fish Smell When They Are Three Days Old,False
The Best Fish Swim Near The Bottom,False
The Best Is Oftentimes The Enemy Of The Good,False
The Busiest Man Finds The Most Leisure,False
The Camel Going To Seek Horns Lost His Ears,False
The Cap Fits,False
The Cask Savours Of The First Fill,False
The Cat Shuts Its Eyes When Stealing Cream,False
The Cat Would Eat Fish And Would Not Wet Her Paws,False
The Chain Is No Stronger Than Its Weakest Link,False
The Cobbler Should Stick To His Last,False
The Cobbler's Wife Is The Worst Shod,False
The Darkest Hour Is That Before The Dawn,False
The Darkest Place Is Under The Candlestick,False
The Devil Is Not So Black As He Is Painted,False
The Devil Knows Many Things Because He Is Old,False
The Devil Lurks Behind The Cross,False
The Devil Rebuking Sin,False
"The Dogs Bark, But The Caravan Goes On",False
The Dutch Have Taken Holland ! ,False
The Early Bird Catches The Worm,False
The End Crowns The Work,False
The End Justifies The Means,False
The Evils We Bring On Ourselves Are Hardest To Bear,False
The Exception Proves The Rule,False
The Face Is The Index Of The Mind,False
The Falling Out Of Lovers Is The Renewing Of Love,False
The Fat Is In The Fire,False
The First Blow Is Half The Battle,False
The Furthest Way About Is The Nearest Way Home,False
The Game Is Not Worth The Candle,False
The Heart That Once Truly Loves Never Forgets,False
"The Higher The Ape Goes, The More He Shows His Tail",False
The Last Drop Makes The Cup Run Over,False
The Last Straw Breaks The Camel's Back,False
The Leopard Cannot Change Its Spots,False
The Longest Day Has An End,False
The Mill Cannot Grind With The Water That Is Past,False
The Moon Does Not Heed The Barking Of Dogs,False
The More The Merrier,False
The Morning Sun Never Lasts A Day,False
The Mountain Has Brought Forth A Mouse,False
"The Nearer The Bone, The Sweeter The Flesh",False
The Pitcher Goes Often To The Well But Is Broken At Last,False
The Pot Calls The Kettle Black,False
The Proof Of The Pudding Is In The Eating,False
The Receiver Is As Bad As The Thief,False
The Remedy Is Worse Than The Disease,False
The Rotten Apple Injures Its Neighbours,False
The Scalded Dog Fears Cold Water,False
The Tailor Makes The Man,False
The Tongue Of Idle Persons Is Never Idle,False
The Voice Of One Man Is The Voice Of No One,False
The Road To Hell Is Paved With Good Intentions,False
The Wind Cannot Be Caught In A Net,False
The Work Shows The Workman,False
There Are Lees To Every Wine,False
There Are More Ways To The Wood Than One,False
"There Is A Place For Everything, And Everything In Its Place",False
There Is More Than One Way To Kill A Cat,False
There Is No Fire Without Smoke,False
There Is No Place Like Home,False
There Is No Rose Without A Thorn,False
There Is No Rule Without An Exception,False
There's Many A Slip 'Tween (== Between) The Cup And The Lip,False
They Are Hand And Glove,False
They Must Hunger In Winter That Will Not Work In Summer,False
Things Past Cannot Be Recalled,False
Think Today And Speak Tomorrow,False
Those Who Live In Glass Houses Should Not Throw Stones,False
Time And Tide Wait For No Man,False
Time Cures All Things,False
Time Is Money,False
Time Is The Great Healer,False
Time Works Wonders,False
To Add Fuel (Oil) To The Fire (Flames),False
To Angle With A Silver Hook,False
To Be Born With A Silver Spoon In One's Mouth,False
To Be Head Over Ears In Debt,False
To Be In One's Birthday Suit,False
To Be Up To The Ears In Love,False
To Be Wise Behind The Hand,False
To Beat About The Bush,False
To Beat The Air,False
To Bring Grist To Somebody's Mill,False
To Build A Fire Under Oneself,False
To Buy A Pig In A Poke,False
To Call A Spade A Spade,False
To Call Off The Dogs,False
To Carry Coals To Newcastle,False
To Cast Pearls Before Swine,False
To Cast Prudence To The Winds,False
To Come Away None The Wiser,False
To Come Off Cheap,False
To Come Off With A Whole Skin,False
To Come Off With Flying Colours,False
To Come Out Dry,False
To Come Out With Clean Hands,False
To Cook A Hare Before Catching Him,False
To Cry With One Eye And Laugh With The Other,False
To Cut One's Throat With A Feather,False
To Draw (Pull) In One's Horns,False
To Drop A Bucket Into An Empty Well,False
To Draw Water In A Sieve,False
To Eat The Calf In The Cow's Belly,False
To Err Is Human,False
To Fiddle While Rome Is Burning,False
To Fight With One's Own Shadow,False
To Find A Mare's Nest,False
To Fish In Troubled Waters,False
To Fit Like A Glove,False
To Flog A Dead Horse,False
To Get Out Of Bed On The Wrong Side,False
To Give A Lark To Catch A Kite,False
To Go For Wool And Come Home Shorn,False
To Go Through Fire And Water (Through Thick And Thin),False
To Have A Finger In The Pie,False
To Have Rats In The Attic,False
To Hit The Nail On The Head,False
To Kick Against The Pricks,False
To Kill Two Birds With One Stone,False
To Know Everything Is To Know Nothing,False
To Know On Which Side One's Bread Is Buttered,False
To Know What's What,False
To Lay By For A Rainy Day,False
To Live From Hand To Mouth,False
To Lock The Stable-Door After The Horse Is Stolen,False
To Look For A Needle In A Haystack,False
To Love Somebody (Something) As The Devil Loves Holy Water,False
To Make A Mountain Out Of A Molehill,False
To Make Both Ends Meet,False
To Make The Cup Run Over,False
To Make (To Turn) The Air Blue,False
To Measure Another Man's Foot By One's Own Last,False
To Measure Other People's Corn By One's Own Bushel,False
To Pay One Back In One's Own Coin,False
To Plough The Sand,False
To Pour Water Into A Sieve,False
To Pull The Chestnuts Out Of The Fire For Somebody,False
To Pull The Devil By The Tail,False
To Put A Spoke In Somebody's Wheel,False
To Put Off Till Doomsday,False
To Put (Set) The Cart Before The Horse,False
To Rob One's Belly To Cover One's Back,False
To Roll In Money,False
To Run With The Hare And Hunt With The Hounds,False
To Save One's Bacon,False
To Send (Carry) Owls To Athens ,False
To Set The Wolf To Keep The Sheep,False
To Stick To Somebody Like A Leech,False
To Strain At A Gnat And Swallow A Camel,False
To Take Counsel Of One's Pillow,False
To Take The Bull By The Horns,False
To Teach The Dog To Bark,False
To Tell Tales Out Of School,False
To Throw A Stone In One's Own Garden,False
To Throw Dust In Somebody's Eyes,False
To Throw Straws Against The Wind,False
To Treat Somebody With A Dose Of His Own Medicine,False
To Use A Steam-Hammer To Crack Nuts,False
To Wash One's Dirty Linen In Public,False
To Wear One's Heart Upon One's Sleeve,False
To Weep Over An Onion,False
To Work With The Left Hand,False
Tomorrow Come Never,False
Too Many Cooks Spoil The Broth,False
Too Much Knowledge Makes The Head Bald,False
Too Much Of A Good Thing Is Good For Nothing,False
Too Much Water Drowned The Miller ,False
Too Swift Arrives As Tardy As Too Slow,False
False Blue Will Never Stain,False
False Coral Needs No Painter's Brush,False
Truth Comes Out Of The Mouths Of Babes And Sucklings,False
Truth Is Stranger Than Fiction,False
Truth Lies At The Bottom Of A Well,False
Two Blacks Do Not Make A White,False
Two Heads Are Better Than One,False
"Two Is Company, three is a crowd",False
Velvet Paws Hide Sharp Claws,False
Virtue Is Its Own Reward,False
Wait For The Cat To Jump,False
Walls Have Ears,False
Wash Your Dirty Linen At Home,False
"Waste Not, Want Not",False
We Know Not What Is Good Until We Have Lost It,False
We Never Know The Value Of Water Till The Well Is Dry,False
We Shall See What We Shall See,False
We Soon Believe What We Desire,False
Wealth Is Nothing Without Health,False
Well Begun Is Half Done,False
"What Can't Be Cured, Must Be Endured",False
What Is Bred In The Bone Will Not Go Out Of The Flesh,False
What Is Done By Night Appears By Day,False
What Is Done Cannot Be Undone,False
What Is Got Over The Devil's Back Is Spent Under His Belly,False
What Is Lost Is Lost,False
What Is Sauce For The Goose Is Sauce For The Gander,False
What Is Worth Doing At Alt Is Worth Doing Well,False
"What Must Be, Must Be",False
What The Heart Thinks The Tongue Speaks,False
What We Do Willingly Is Easy,False
"When Angry, Count A Hundred",False
"When At Rome, Do As The Romans Do",False
"When Children Stand Quiet, They Have Done Some Harm",False
"When Flatterers Meet, The Devil Goes To Dinner",False
When **** Speak It Is Too Late To Argue,False
When Pigs Fly,False
When Queen Anne Was Alive,False
"When The Cat Is Away, The Mice Will Play",False
When The Devil Is Blind,False
"When The Fox Preaches, Take Care Of Your Geese",False
"When The Pinch Comes, You Remember The Old Shoe",False
"When Three Know It, Alt Know It",False
When Wine Is In Wit Is Out,False
"Where There's A Will, There's A Way",False
While The Grass Grows The Horse Starves,False
While There Is Life There Is Hope,False
"Who Breaks, Pays",False
"Who Has Never Tasted Bitter, Knows Not What Is Sweet",False
"Who Keeps Company With The Wolf, Will Learn To Howl",False
Wise After The Event,False
With Time And Patience The Leaf Of The Mulberry Becomes Satin,False
Words Pay No Debts,False
You Can Take A Horse To The Water But You Cannot Make Him Drink,False
You Cannot Eat Your Cake And Have It,False
You Cannot Flay The Same Ox Twice,False
You Cannot Judge A Tree By It Bark,False
You Cannot Teach Old Dogs New Tricks,False
You Cannot Wash Charcoal White,False
"You Made Your Bed, Now Lie In It",False
Zeal Without Knowledge Is A Runaway Horse,False
A broken clock is right twice a day,False
A journey of a thousand miles begins with a single step,False
All is fair in love and war,False
Better safe than sorry,False
Don't judge a man until you have walked a mile in his shoes,False
Don't put the cart before the horse,False
Don't talk the talk if you can't walk the walk,False
Don't throw out the baby with the bath water,False
"Give a man a fish, he eats for a day. Teach a man how to fish, he eats for a lifetime",False
Great minds think alike,False
Hindsight is 20/20,False
"If at first you don't succeed, try, try again",False
"If you snooze, you lose",False
"If you don't have anything nice to say, don't say anything at all",False
"If you're not part of the solution, you're part of the problem",False
It's not over until the fat lady sings,False
Knowledge is power,False
Misery loves company,False
"Power corrupts, and absolute power corrupts absolutely",False
The apple doesn't fall far from the tree,False
The best way to a man's heart is through his stomach,False
There's no such thing as bad publicity,False
What goes around comes around,False
What goes up must come down,False
You can catch more flies with honey than with vinegar,False
